47.6147744 15.757654 318145077
47.6055917 15.7589371 322118331
47.57368 15.7885733 318145084
47.5703839 15.7713066 318145085
47.6315205 15.8304299 308473261
47.5912504 15.7642208 318155502
47.5889801 15.7699146 318152959
47.6038926 15.7707427 318152955
47.5781358 15.7768195 318150473
47.5919903 15.7645784 318150434
47.622739 15.8339663 308473262
47.6084785 15.7594192 318145083
47.6000052 15.7579864 322118333
47.6154681 15.792518 334942254
47.6174505 15.7905697 334942241
47.6188475 15.7928169 334942243
47.613589 15.7902036 334942252
47.6165946 15.7906242 334942246
47.6177977 15.7946149 334942248
47.6003093 15.6851598 334948113
47.6008743 15.6909472 334948117
47.6227743 15.833 344931692
47.609761 15.7545235 670728607
47.6063342 15.7532259 670728523
47.6297978 15.8256495 344931691
47.6129729 15.7581591 968850831
47.6118897 15.7584628 968851571
47.6055821 15.7590415 980335669
47.5999723 15.7580921 980335727
47.602103 15.7609647 980335683
47.6072347 15.7631293 980335689
47.6349901 15.8264379 1153066552
47.6329522 15.827772 1153066559
47.6232199 15.8337726 1439233959
47.6233483 15.8323993 1439233960
47.6236682 15.8335921 1439233961
47.6237062 15.8320247 1439233962
47.6246144 15.8332111 1439233963
47.624844 15.8308341 1439233966
47.6256974 15.829941 1439233973
47.6258265 15.832723 1439233974
47.6262136 15.8325671 1439233976
47.6267059 15.8288854 1439233978
47.6275231 15.8280303 1439233983
47.6281618 15.8317826 1439233989
47.6282381 15.8272819 1439233991
47.6288938 15.8314877 1439233993
47.6292244 15.8262497 1439233997
47.6295676 15.8312164 1439233999
47.6296397 15.825815 1439234001
47.630821 15.8307116 1439234004
47.6311264 15.8305886 1439234005
47.6334358 15.8274554 1439234012
47.6340382 15.827061 1439234014
47.6346309 15.826673 1439234018
47.6346813 15.82664 1439234019
47.6089486 15.7592874 1485686473
47.6094752 15.7591398 1485686475
47.6103508 15.7588943 1485686476
47.6115552 15.7585566 1485686477
47.6137989 15.7579275 1485686478
47.6142138 15.7578112 1485686479
47.6146016 15.7577024 1485686480
47.5706268 15.7725788 1638825839
47.5712024 15.7758349 1638825840
47.5715304 15.7775209 1638825841
47.5719084 15.7794645 1638825842
47.5722059 15.7809942 1638825843
47.5725319 15.7826703 1638825853
47.5729249 15.784691 1638825854
47.5732561 15.7863937 1638825855
47.5734771 15.7875299 1638825857
47.5735987 15.7881551 1638825860
47.5705875 15.7723729 1837698494
47.6096404 15.754636 2493149794
47.6084354 15.7542247 2493149795
47.5783642 15.7766177 3301197360
47.5785989 15.7764104 3301198461
47.5794218 15.7756834 3301198462
47.5800613 15.7751184 3301198463
47.5813274 15.7739999 3301198464
47.5821259 15.7732944 3301198465
47.5829822 15.7725378 3301198466
47.5838659 15.7717571 3301198467
47.5850081 15.7707479 3301198468
47.5857715 15.7700734 3301198469
47.5866136 15.7693294 3301198470
47.5874149 15.7686213 3301198471
47.5882515 15.7678821 3301198472
47.589334 15.7669256 3301198473
47.5903995 15.7659841 3301198474
47.5913509 15.7651434 3301198475
47.5918027 15.7647442 3301198476
47.6022662 15.7610335 3301199523
47.6028035 15.7612601 3301199524
47.6036833 15.7616312 3301199525
47.604731 15.7620732 3301199526
47.605768 15.7625106 3301199527
47.6066197 15.7628699 3301199528
